country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",29-07-2024 11:00:00,14.465052,78.824187,NO2,5.0,6.0,5.0
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",29-07-2024 11:00:00,14.465052,78.824187,NH3,1.0,1.0,1.0
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",29-07-2024 11:00:00,16.9872867,81.7363176,PM2.5,15.0,29.0,22.0
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",29-07-2024 11:00:00,16.9872867,81.7363176,PM10,16.0,46.0,30.0
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",29-07-2024 11:00:00,16.9872867,81.7363176,NO2,4.0,22.0,9.0
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",29-07-2024 11:00:00,13.615387,79.40923,CO,12.0,40.0,18.0
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",29-07-2024 11:00:00,16.486692,80.699436,PM2.5,33.0,55.0,40.0
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",29-07-2024 11:00:00,16.509717,80.612222,PM10,33.0,70.0,52.0
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",29-07-2024 11:00:00,16.509717,80.612222,NO2,26.0,38.0,30.0
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",29-07-2024 11:00:00,16.509717,80.612222,SO2,7.0,9.0,8.0
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",29-07-2024 11:00:00,16.509717,80.612222,OZONE,27.0,27.0,27.0
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",29-07-2024 11:00:00,16.554731,80.64911,PM2.5,28.0,34.0,31.0
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",29-07-2024 11:00:00,16.554731,80.64911,PM10,30.0,35.0,32.0
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",29-07-2024 11:00:00,16.554731,80.64911,NH3,1.0,2.0,2.0
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",29-07-2024 11:00:00,17.72,83.3,CO,3.0,102.0,27.0
India,Assam,Guwahati,"IITG, Guwahati - PCBA",29-07-2024 11:00:00,26.2028636,91.70046436,CO,5.0,12.0,7.0
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",29-07-2024 11:00:00,26.10887,91.589544,SO2,1.0,7.0,2.0
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",29-07-2024 11:00:00,26.1875,91.744194,SO2,33.0,78.0,51.0
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",29-07-2024 11:00:00,26.181742,91.78063,PM2.5,11.0,49.0,26.0
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",29-07-2024 11:00:00,26.446912,91.439057,PM10,24.0,92.0,48.0
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",29-07-2024 11:00:00,26.446912,91.439057,NH3,1.0,2.0,1.0
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",29-07-2024 11:00:00,26.446912,91.439057,CO,14.0,76.0,43.0
India,Assam,Silchar,"Tarapur, Silchar - PCBA",29-07-2024 11:00:00,24.82827,92.79525,PM2.5,33.0,42.0,38.0
India,Assam,Silchar,"Tarapur, Silchar - PCBA",29-07-2024 11:00:00,24.82827,92.79525,OZONE,1.0,14.0,3.0
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",29-07-2024 11:00:00,26.987634,94.636574,NO2,4.0,9.0,6.0
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",29-07-2024 11:00:00,26.987634,94.636574,CO,18.0,28.0,20.0
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",29-07-2024 11:00:00,25.5626095,84.663264,CO,18.0,24.0,19.0
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",29-07-2024 11:00:00,24.75746,84.366208,NH3,2.0,3.0,3.0
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",29-07-2024 11:00:00,26.80365,84.51954,NH3,10.0,23.0,17.0
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",29-07-2024 11:00:00,25.251013,86.989001,PM2.5,28.0,97.0,46.0
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",29-07-2024 11:00:00,25.251013,86.989001,PM10,38.0,109.0,58.0
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB (Formerly known as Central Jail)",29-07-2024 11:00:00,25.56752,83.966379,CO,36.0,52.0,49.0
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB (Formerly known as Central Jail)",29-07-2024 11:00:00,25.56752,83.966379,OZONE,7.0,15.0,11.0
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",29-07-2024 11:00:00,24.7955,84.9994,CO,54.0,88.0,78.0
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",29-07-2024 11:00:00,24.792403,84.992416,SO2,4.0,17.0,11.0
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",29-07-2024 11:00:00,24.792403,84.992416,OZONE,7.0,107.0,45.0
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",29-07-2024 11:00:00,25.697189,85.2459,SO2,6.0,8.0,7.0
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",29-07-2024 11:00:00,26.11442,85.39813,PM10,34.0,56.0,44.0
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",29-07-2024 11:00:00,26.11442,85.39813,SO2,2.0,7.0,5.0
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",29-07-2024 11:00:00,26.1403345,85.3650192,OZONE,22.0,24.0,23.0
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",29-07-2024 11:00:00,26.1209,85.3647,NO2,33.0,36.0,34.0
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",29-07-2024 11:00:00,25.586562,85.043586,PM10,36.0,62.0,50.0
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",29-07-2024 11:00:00,25.592539,85.227158,PM10,63.0,92.0,77.0
India,Bihar,Patna,"Muradpur, Patna - BSPCB",29-07-2024 11:00:00,25.619651,85.147382,NO2,15.0,20.0,17.0
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",29-07-2024 11:00:00,25.599486,85.113666,PM10,39.0,75.0,54.0
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",29-07-2024 11:00:00,25.599486,85.113666,CO,18.0,63.0,27.0
India,Bihar,Patna,"Samanpura, Patna - BSPCB",29-07-2024 11:00:00,25.596727,85.085624,SO2,3.0,5.0,4.0
India,Bihar,Patna,"Samanpura, Patna - BSPCB",29-07-2024 11:00:00,25.596727,85.085624,CO,32.0,72.0,44.0
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",29-07-2024 11:00:00,25.366336,87.117468,NO2,5.0,6.0,5.0
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",29-07-2024 11:00:00,25.366336,87.117468,NH3,1.0,1.0,1.0
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",29-07-2024 11:00:00,25.366336,87.117468,OZONE,1.0,24.0,13.0
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",29-07-2024 11:00:00,25.0328,85.41948,PM2.5,3.0,47.0,15.0
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",29-07-2024 11:00:00,25.0328,85.41948,NH3,1.0,2.0,1.0
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",29-07-2024 11:00:00,25.892357,86.590325,NH3,9.0,9.0,9.0
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",29-07-2024 11:00:00,25.859655,85.77944,NH3,2.0,2.0,2.0
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",29-07-2024 11:00:00,25.859655,85.77944,SO2,14.0,19.0,18.0
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",29-07-2024 11:00:00,25.859655,85.77944,CO,102.0,116.0,108.0
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",29-07-2024 11:00:00,24.952822,84.002396,SO2,5.0,10.0,7.0
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",29-07-2024 11:00:00,24.952822,84.002396,OZONE,5.0,25.0,14.0
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",29-07-2024 11:00:00,30.735567,76.775714,NO2,13.0,55.0,34.0
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",29-07-2024 11:00:00,30.751462,76.762879,PM2.5,27.0,46.0,35.0
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",29-07-2024 11:00:00,21.194815,81.31477,PM10,6.0,10.0,8.0
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",29-07-2024 11:00:00,21.194815,81.31477,NO2,7.0,8.0,8.0
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",29-07-2024 11:00:00,21.194815,81.31477,NH3,8.0,8.0,8.0
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",29-07-2024 11:00:00,21.185571,81.343175,SO2,9.0,11.0,10.0
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",29-07-2024 11:00:00,21.224231,81.40835,PM2.5,11.0,69.0,40.0
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",29-07-2024 11:00:00,21.224231,81.40835,NO2,11.0,44.0,31.0
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",29-07-2024 11:00:00,21.224231,81.40835,SO2,12.0,41.0,22.0
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",29-07-2024 11:00:00,22.08815,82.13737,PM2.5,4.0,24.0,11.0
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",29-07-2024 11:00:00,22.118125,83.140608,PM10,6.0,28.0,15.0
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",29-07-2024 11:00:00,22.118125,83.140608,CO,18.0,32.0,23.0
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",29-07-2024 11:00:00,22.368195,82.746431,NH3,1.0,1.0,1.0
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",29-07-2024 11:00:00,22.368195,82.746431,OZONE,4.0,8.0,5.0
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",29-07-2024 11:00:00,22.348441,82.549611,PM2.5,8.0,8.0,8.0
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",29-07-2024 11:00:00,22.348441,82.549611,NH3,4.0,5.0,4.0
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",29-07-2024 11:00:00,22.12665,83.483212,SO2,2.0,5.0,4.0
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",29-07-2024 11:00:00,21.258815,81.578979,PM2.5,1.0,7.0,3.0
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",29-07-2024 11:00:00,21.219665,81.630094,PM2.5,2.0,7.0,3.0
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",29-07-2024 11:00:00,21.219665,81.630094,NH3,2.0,2.0,2.0
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",29-07-2024 11:00:00,21.237755,81.705301,PM2.5,3.0,4.0,4.0
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",29-07-2024 11:00:00,21.237755,81.705301,PM10,3.0,5.0,4.0
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",29-07-2024 11:00:00,21.371751,81.664929,NH3,3.0,3.0,3.0
India,Delhi,Delhi,"Alipur, Delhi - DPCC",29-07-2024 11:00:00,28.815329,77.15301,PM10,23.0,95.0,61.0
India,Delhi,Delhi,"Alipur, Delhi - DPCC",29-07-2024 11:00:00,28.815329,77.15301,NH3,6.0,10.0,7.0
India,Delhi,Delhi,"Alipur, Delhi - DPCC",29-07-2024 11:00:00,28.815329,77.15301,SO2,6.0,9.0,7.0
India,Delhi,Delhi,"Alipur, Delhi - DPCC",29-07-2024 11:00:00,28.815329,77.15301,CO,8.0,17.0,12.0
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",29-07-2024 11:00:00,28.695381,77.181665,PM10,43.0,88.0,63.0
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",29-07-2024 11:00:00,28.4706914,77.1099364,NO2,6.0,13.0,9.0
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",29-07-2024 11:00:00,28.4706914,77.1099364,CO,3.0,32.0,29.0
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",29-07-2024 11:00:00,28.7256504,77.2011573,NO2,13.0,16.0,14.0
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",29-07-2024 11:00:00,28.656756,77.227234,NO2,70.0,89.0,81.0
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",29-07-2024 11:00:00,28.656756,77.227234,SO2,13.0,43.0,28.0
India,Delhi,Delhi,"DTU, Delhi - CPCB",29-07-2024 11:00:00,28.7500499,77.1112615,NO2,40.0,46.0,42.0
India,Delhi,Delhi,"DTU, Delhi - CPCB",29-07-2024 11:00:00,28.7500499,77.1112615,SO2,44.0,46.0,46.0
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",29-07-2024 11:00:00,28.498571,77.26484,CO,30.0,50.0,35.0
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",29-07-2024 11:00:00,28.5710274,77.0719006,NO2,7.0,41.0,19.0
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",29-07-2024 11:00:00,28.5710274,77.0719006,NH3,7.0,10.0,8.0
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",29-07-2024 11:00:00,28.6811736,77.3025234,SO2,3.0,45.0,25.0
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",29-07-2024 11:00:00,28.6811736,77.3025234,CO,11.0,69.0,50.0
India,Delhi,Delhi,"ITO, Delhi - CPCB",29-07-2024 11:00:00,28.628624,77.24106,PM10,44.0,100.0,71.0
India,Delhi,Delhi,"ITO, Delhi - CPCB",29-07-2024 11:00:00,28.628624,77.24106,SO2,1.0,28.0,14.0
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",29-07-2024 11:00:00,28.73282,77.170633,PM2.5,22.0,93.0,47.0
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",29-07-2024 11:00:00,28.58028,77.233829,PM10,22.0,62.0,47.0
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",29-07-2024 11:00:00,28.58028,77.233829,NO2,31.0,59.0,41.0
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD",29-07-2024 11:00:00,28.5918245,77.2273074,OZONE,35.0,75.0,49.0
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",29-07-2024 11:00:00,28.611281,77.237738,OZONE,6.0,38.0,13.0
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",29-07-2024 11:00:00,28.636429,77.201067,NH3,8.0,11.0,9.0
India,Delhi,Delhi,"Mundka, Delhi - DPCC",29-07-2024 11:00:00,28.684678,77.076574,PM10,63.0,116.0,89.0
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",29-07-2024 11:00:00,28.60909,77.0325413,PM2.5,57.0,95.0,73.0
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",29-07-2024 11:00:00,28.570173,76.933762,PM10,29.0,52.0,39.0
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",29-07-2024 11:00:00,28.570173,76.933762,NH3,8.0,15.0,12.0
India,Delhi,Delhi,"Narela, Delhi - DPCC",29-07-2024 11:00:00,28.822836,77.101981,PM2.5,15.0,57.0,36.0
India,Delhi,Delhi,"Narela, Delhi - DPCC",29-07-2024 11:00:00,28.822836,77.101981,SO2,6.0,21.0,8.0
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",29-07-2024 11:00:00,28.56789,77.250515,PM2.5,2.0,57.0,35.0
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",29-07-2024 11:00:00,28.56789,77.250515,PM10,45.0,85.0,64.0
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",29-07-2024 11:00:00,28.6573814,77.1585447,OZONE,4.0,46.0,21.0
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",29-07-2024 11:00:00,28.623763,77.287209,NO2,10.0,49.0,23.0
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",29-07-2024 11:00:00,28.674045,77.131023,PM10,46.0,131.0,79.0
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",29-07-2024 11:00:00,28.674045,77.131023,NH3,4.0,16.0,8.0
India,Delhi,Delhi,"Pusa, Delhi - DPCC",29-07-2024 11:00:00,28.639652,77.146275,PM2.5,5.0,50.0,29.0
India,Delhi,Delhi,"Pusa, Delhi - IMD",29-07-2024 11:00:00,28.63611,77.173332,CO,42.0,54.0,45.0
India,Delhi,Delhi,"Rohini, Delhi - DPCC",29-07-2024 11:00:00,28.732528,77.11992,PM2.5,13.0,87.0,39.0
India,Delhi,Delhi,"Rohini, Delhi - DPCC",29-07-2024 11:00:00,28.732528,77.11992,SO2,5.0,7.0,6.0
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",29-07-2024 11:00:00,28.5504249,77.2159377,PM2.5,28.0,62.0,43.0
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",29-07-2024 11:00:00,28.5504249,77.2159377,PM10,28.0,91.0,61.0
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",29-07-2024 11:00:00,28.699793,77.165453,PM2.5,28.0,92.0,49.0
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",29-07-2024 11:00:00,28.699793,77.165453,NO2,18.0,186.0,50.0
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",29-07-2024 11:00:00,28.699793,77.165453,CO,11.0,50.0,28.0
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",29-07-2024 11:00:00,23.002657,72.591912,PM2.5,39.0,139.0,78.0
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",29-07-2024 11:00:00,23.016834,72.625775,PM10,44.0,110.0,81.0
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",29-07-2024 11:00:00,23.016834,72.625775,NO2,5.0,24.0,10.0
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",29-07-2024 11:00:00,23.076793,72.627874,OZONE,7.0,44.0,11.0
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",29-07-2024 11:00:00,23.04307,72.562968,PM10,28.0,108.0,78.0
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",29-07-2024 11:00:00,23.04307,72.562968,CO,12.0,50.0,21.0
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",29-07-2024 11:00:00,21.613267,73.010555,NO2,18.0,24.0,21.0
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",29-07-2024 11:00:00,23.163798,72.677768,PM10,44.0,108.0,87.0
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",29-07-2024 11:00:00,23.163798,72.677768,CO,20.0,44.0,23.0
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",29-07-2024 11:00:00,23.221714,72.654328,PM2.5,56.0,88.0,71.0
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",29-07-2024 11:00:00,23.221714,72.654328,NO2,9.0,10.0,10.0
India,Gujarat,Surat,"Science Center, Surat - SMC",29-07-2024 11:00:00,21.170046,72.795405,NO2,23.0,27.0,25.0
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",29-07-2024 11:00:00,22.969611,72.6435,PM10,72.0,116.0,90.0
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",29-07-2024 11:00:00,22.969611,72.6435,NO2,1.0,5.0,3.0
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",29-07-2024 11:00:00,22.969611,72.6435,SO2,9.0,19.0,12.0
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",29-07-2024 11:00:00,28.6701,76.9254,CO,6.0,20.0,13.0
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",29-07-2024 11:00:00,28.3419248,77.319699,NO2,6.0,10.0,9.0
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",29-07-2024 11:00:00,28.806223,76.141105,PM2.5,12.0,368.0,54.0
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",29-07-2024 11:00:00,28.806223,76.141105,NO2,4.0,19.0,8.0
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",29-07-2024 11:00:00,28.593883,76.270653,NO2,14.0,22.0,18.0
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",29-07-2024 11:00:00,28.39072,77.30059,CO,117.0,132.0,130.0
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",29-07-2024 11:00:00,28.39072,77.30059,OZONE,12.0,18.0,15.0
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",29-07-2024 11:00:00,28.376058,77.315741,PM10,27.0,138.0,86.0
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",29-07-2024 11:00:00,28.376058,77.315741,NH3,6.0,6.0,6.0
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",29-07-2024 11:00:00,28.4417,77.3217,SO2,2.0,3.0,3.0
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",29-07-2024 11:00:00,28.4417,77.3217,OZONE,7.0,9.0,7.0
India,Haryana,Faridabad,"Sector- 16A, Faridabad - HSPCB",29-07-2024 11:00:00,28.4088421,77.3099081,PM2.5,15.0,62.0,39.0
India,Haryana,Faridabad,"Sector- 16A, Faridabad - HSPCB",29-07-2024 11:00:00,28.4088421,77.3099081,OZONE,14.0,14.0,14.0
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",29-07-2024 11:00:00,28.4227,77.0667,NH3,6.0,14.0,9.0
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",29-07-2024 11:00:00,28.4227,77.0667,OZONE,27.0,41.0,32.0
India,Haryana,Jind,"Police Lines, Jind - HSPCB",29-07-2024 11:00:00,29.307814,76.337619,PM2.5,15.0,31.0,21.0
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",29-07-2024 11:00:00,29.8006,76.4155,PM10,26.0,64.0,48.0
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",29-07-2024 11:00:00,29.6953,77.0027,PM10,9.0,34.0,23.0
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",29-07-2024 11:00:00,29.6953,77.0027,SO2,12.0,13.0,12.0
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",29-07-2024 11:00:00,29.6953,77.0027,OZONE,41.0,51.0,42.0
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",29-07-2024 11:00:00,29.966942,76.875879,PM2.5,17.0,42.0,28.0
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",29-07-2024 11:00:00,29.966942,76.875879,PM10,20.0,46.0,34.0
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",29-07-2024 11:00:00,29.966942,76.875879,SO2,3.0,50.0,16.0
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",29-07-2024 11:00:00,29.966942,76.875879,CO,9.0,20.0,16.0
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",29-07-2024 11:00:00,28.360699,76.93609,NH3,2.0,2.0,2.0
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",29-07-2024 11:00:00,28.060249,76.113115,PM10,89.0,114.0,100.0
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",29-07-2024 11:00:00,28.060249,76.113115,NO2,15.0,32.0,25.0
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",29-07-2024 11:00:00,28.1485564,77.3320667,PM10,47.0,53.0,50.0
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",29-07-2024 11:00:00,28.1485564,77.3320667,NO2,23.0,24.0,24.0
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",29-07-2024 11:00:00,28.1485564,77.3320667,SO2,7.0,102.0,18.0
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",29-07-2024 11:00:00,29.432304,76.972765,PM2.5,78.0,82.0,80.0
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB",29-07-2024 11:00:00,28.52123,76.37138,PM2.5,11.0,481.0,128.0
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",29-07-2024 11:00:00,29.5364,75.0158,PM2.5,1.0,27.0,10.0
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",29-07-2024 11:00:00,29.5364,75.0158,NH3,10.0,13.0,12.0
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",29-07-2024 11:00:00,30.943887,76.801991,NH3,5.0,11.0,6.0
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",29-07-2024 11:00:00,30.943887,76.801991,SO2,10.0,69.0,27.0
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",29-07-2024 11:00:00,34.066206,74.81982,NO2,6.0,7.0,6.0
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",29-07-2024 11:00:00,34.066206,74.81982,CO,14.0,22.0,17.0
India,Jharkhand,Dhanbad,"Kalakusuma, Dhanbad - DMC",29-07-2024 11:00:00,23.811548,86.481238,PM10,68.0,73.0,71.0
India,Jharkhand,Dhanbad,"Kalakusuma, Dhanbad - DMC",29-07-2024 11:00:00,23.811548,86.481238,NO2,32.0,34.0,33.0
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB",29-07-2024 11:00:00,15.888653,74.541751,CO,53.0,70.0,53.0
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",29-07-2024 11:00:00,12.9135218,77.5950804,PM2.5,17.0,20.0,18.0
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",29-07-2024 11:00:00,12.951913,77.539784,NH3,1.0,1.0,1.0
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",29-07-2024 11:00:00,12.951913,77.539784,OZONE,27.0,36.0,30.0
